id,title,problem,idea,impact,agree,disagree
42,"護城河：下一個勤美","護城河變成了臭水溝，散發臭味，甚至還有街友往河裡面排便被發到脆上。 而且在城市裡難得有綠化區域，不應該被浪費。","1.加強過濾系統以及衛生管理，協助街友有定居之所，讓他們不必到護城河清洗。 2.假日新增市集活動，增加文藝氣息，並且提供居民一個休閒逛街的地方，同時也提供了文創藝術者工作機會。 3.增加燈光裝飾，讓夜晚也明亮奪目，成為打卡景點。 4.短期目標可以參照台中勤美、綠園道，後續再根據實際情況再做新竹文化的結合，發展成獨屬於新竹的特色。","環境優美、具有特色的文藝區域，讓大家假日也能放鬆身心。",1,1
43,"房屋空屋率高，給予有親子的人補助購買","房屋空屋率高，房價卻高漲不降 導致年輕一代不想生子","將房屋給予親子無房屋的家庭便宜購入，創造雙贏","解決超高齡社會問題",2,2
60,"運動場所","天氣變化多端，沒有合適場域可供運動","希望有更多風雨球場供人使用，排球籃球","運動身體好，青春人不老",0,0
57,"多一點樹","希望新竹可以多種一些樹讓我可以吸收芬多精，更加健康","種很多很多樹","使全新竹人成為台灣最健康的都市",0,1
58,"幼兒疫苗補助","幼兒自費腸病毒、輪狀病毒疫苗雖有補助2000元，但疫苗費用遠高於2000，爸媽負擔極大。","輪狀病毒全額補助","減輕父母負擔",1,2
45,"即時掌握及得知長照服務使用情形及最新消息","一、透過照管中心派案給長照服務單位，因服務使用特性，不只一個服務單位需聯繫，不過每個服務單位都有一個窗口，導致時常需要常常跟不同窗口聯繫，容易搞混，不易管理長照使用情形。 二、政府給的長照四包錢，經過服務單位提供服務後，不知道還剩下多少額度，或者不確定要繳多少部分負擔費用，需要靠自己記下來，常常記錯。 三、常常無法第一時間接收到照管中心的資訊，導致資訊落差。","製作連結官方資訊的個人長照使用情形app，即時得知單位服務後，自己的剩餘額度，以及需要繳交的費用，另外照管中心也可以透過該app推播更多有關長照的最新消息。","長照需要者在地安老，家屬放心就業，達到老、青安心生活的目標！",13,13
49,"改善多事故或高機率罰單入口的設計","目前道路上，高機率獲得罰單的入口設計可能有誤需要改正","改正用路人的視線引導","減少事故",0,0
51,"推廣各個年齡層參與活動","到假日時，想參與活動，但有時找不到或不知相關活動資訊。","希望能多舉辦各個年齡層都能參與的活動，並能推廣讓大家知道相關活動資訊。","平日上學或上班生活較壓抑，到假日希望能多出去走走參與活動，對身心健康方面有助益。",2,2
54,"「科技城心，一嚐傾城」——共品竹塹創新食力","🏜️「美食沙漠」的污名化標籤： *新竹常被戲稱為「美食沙漠」，但這並非指新竹沒有美食，而是源於「資訊不對稱」與「地理位置分散」兩大核心問題。許多在地人或資深饕客都知道，真正美味的店家往往隱藏在巷弄、住宅區或非核心地段。 🏜️資訊搜尋的斷層與困難： *店家地理位置分散： 美食店家未集中於特定區域，而是散佈在東區、北區、香山區，甚至竹北等地，導致遊客或新居民難以規劃美食路線，常常因為交通與時間成本而卻步。 *傳統店家數位化不足： 許多老字號、家庭式經營的優質店家，缺乏行銷資源與數位能力，沒有建立Google商家檔案或社群媒體帳號，導致在網路上「被隱形」，無法被主流搜尋引擎輕易找到。 *網路資訊品質不一： 現有資訊散落在Google地圖評論、部落格文章、Facebook社團或PTT論壇，缺乏一個統整、可信且即時更新的平台。使用者需要花費大量時間交叉比對，且資訊可能早已過時。 🏜️消費者與店家的雙輸局面： * 消費者找不到特色店家，只能集中前往少數幾家網路名店，造成排隊與體驗下降；而優質的在地小店則因缺乏曝光，錯失了大量潛在顧客，形成惡性循環。","💡 解決想法 (Solution Idea) 這是一個專為新竹設計的「美食領航 App」，旨在打破資訊壁壘，重新定義新竹的美食地圖。 💡 核心架構：雙向資訊共享平台 * 店家端 (B-Side)： 提供一個簡易操作的後台，讓店家可以自行上架資訊、菜單、營業時間，並發布廣告或最新的優惠活動。 * 饕客端 (C-Side)： 使用者不僅是資訊接收者，更是內容貢獻者。他們可以新增Google地圖上沒有的「隱藏店家」、上傳真實的照片與評論，並驗證、更新其他使用者提供的資訊。 💡 關鍵功能與誘因機制： * 1. 群眾外包的美食地圖： * 「隱藏店家回報系統」： 核心功能，讓使用者能輕鬆標記地圖上沒有的美食店家，經由其他使用者或平台驗證後，即可出現在App中，讓秘境美食浮出水面。 * 即時情報更新： 饕客可以回報店家的臨時公休、菜單更新或排隊狀況，讓資訊保持最新。 * 2. 三方共贏的獎勵機制： * 饕客貢獻獎勵： 由「新竹市政府」與「在地店家」合作，提供獨家優惠券作為獎勵。例如：回報3家認證的隱藏店家，即可獲得「XX店家8折優惠券」或「YY店家特製套餐兌換券」。 * 店家行銷機會： 店家可藉由提供優惠套餐券，吸引饕客品嚐店家最自豪或創新的「主打組合」，不僅能測試市場反應，也能為顧客帶來味蕾上的新衝擊，創造口碑。 * 3. 智慧化與個人化體驗： * 互動式美食地圖： 清晰標示所有店家位置，可一鍵導航。 * 進階篩選與搜尋： 可依據行政區、料理類型、價位、使用者評分、是否為「隱藏店家」等條件進行篩選，快速找到目標。","🎯 願望和目標 (Vision and Goals) 🎯 願景 (Vision)： * 撕下新竹「美食沙漠」的標籤，將其重新定位為「巷弄美食天堂」與「臥虎藏龍的美食綠洲」。 🎯 短期目標 (Short-term Goals)： * 平台建立： 成功開發並上線App，初期至少收錄數百家由官方及早期使用者提供的店家資訊。 * 種子用戶募集： 吸引第一批熱愛分享美食的在地饕客與大學生社群加入，建立初步的內容貢獻動力。 * 店家合作： 與至少50家在地特色店家達成合作，提供初期獎勵用的優惠券。 🎯 中期目標 (Mid-term Goals)： * 成為權威平台： 成為新竹地區尋找美食的首選App，在Google搜尋「新竹美食」時，此App成為推薦結果之一。 * 生態系活化： 達成使用者穩定貢獻、店家積極參與、優惠券有效流動的正向循環。 * 數據驅動優化： 透過使用者數據分析，了解新竹美食的熱點與趨勢，並提供給合作店家作為經營參考。 🎯 長期目標 (Long-term Goals)： * 改變城市形象： 根本性地提升新竹在美食觀光領域的形象與能見度，吸引外地遊客專程前來進行美食深度旅遊。 * 促進在地經濟： 實質帶動巷弄店家的營收成長，幫助傳統餐飲業成功數位轉型。 🌱 對社會的影響 (Social Impact) 🌱 經濟層面： * 賦能在地小型商家： 為不擅長數位行銷的傳統老店提供一個簡單有效的曝光管道，降低數位落差，促進公平競爭。 * 刺激在地消費流動： 引導人流從大型商場或連鎖餐廳，走向城市中更深度的角落，活絡社區經濟。 * 提升觀光產值： 將「美食」打造成新竹繼「科技」、「文化」之後的第三張觀光名片，延長遊客的停留時間與消費金額。 🌱 文化層面： * 飲食文化傳承： 透過數位平台的力量，讓更多年輕一代認識並光顧即將被遺忘的老味道，間接促成在地飲食文化的保存與傳承。 * 重塑城市認同： 讓新竹市民對在地的美食文化更有自信與認同感，從「我們不是美食沙漠」轉變為「我們是巷弄美食天堂」。 🌱 社群層面： * 強化社群連結： 建立一個由市民共創、共享、共榮的在地美食社群。使用者每一次的資訊貢獻，都是在為自己居住的城市增添價值，形成一股正向的公民參與力量。 * 提升生活品質： 為在地居民提供更便利、更多元的美食選擇，豐富日常生活體驗，提升居住幸福感。",37,34
44,"銀齡才藝X育幼共學計畫","弱勢或育幼院孩子缺乏多元體驗機會，影響能力與品格養成。 銀髮族退休後雖具專長與熱情，卻因缺乏舞台或自信而難以踏出第一步。","✨【核心構想】 1️⃣ 免費「銀齡講師線上培力課」：任何長者只要有興趣、願意學習，都能參加，不以專業背景為門檻。 2️⃣ 半年一度講師/助教考試：內容以「實際操作＋品格引導」為主，讓學員清楚知道自己能逐步進步。 3️⃣ 助教實習：通過初階測驗者可至育幼院擔任義教助教，由院方老師協助班級經營與引導。 4️⃣ 通過院方與主教雙重評核者，可報考「主教考試」，於每月「回饋日」帶免費才藝課。 5️⃣ 通過主教考試後可於「老幼共學教室」開設低收費課程，轉化專長為兼職收入。 🌱【品格教育規範】 孩子報名課程如違反班規且不聽勸，限制一年內不得再報名，目的是讓老師能擁有有溫和管教權，孩子也因喜歡課程而成為更好的自己。 老師須通過「品格引導專業測驗」，能以正向方式協助有狀況孩子回到正軌。","✔ 銀髮族：重拾價值與收入，從學徒到老師的過程充滿成就感。 ✔ 弱勢兒童：獲得體驗與榜樣，從活動中培養品格與自信與能力。 ✔ 城市層面：新竹成為跨世代共學與善循",1,0
56,"『青』竹—讓新竹不再只是個冷冰冰的科技城","新竹在很多人印象中往往是一座充斥著高科技、高端技術菁英的地方，除了生活節奏快、工作氣氛緊繃外，房價還很高，導致那裡變成一個大家只是為了工作而短暫駐足的場所。 單單只有經濟繁榮而缺乏人文溫度，會使青年們對於這塊地沒有歸屬感，新竹也會變成一個只有上班時間營業而下班時間毫無人間煙火氣的空城","ㄧ、活化老空間 將東門市場、北門周邊老屋轉型為青年共創基地或推廣在地文化的創意工作室 二、夜間休閒推動 開發深夜文化地圖、鼓勵深夜咖啡廳、書店、星空電影院、音樂晚會的營運，並串聯成『夜遊新竹』的文化品牌 三、結合科技推廣在地文化 可以利用光雕、互動裝置，甚至是藝術家合作來展現城市的特色","一、讓新竹不只是工作的城市，而是年輕人願意「留下來生活」的地方 二、創造一個結合科技與文化、理性與感性共存的城市樣貌 三、培養青年參與城市治理的能力與歸屬感，讓青年成為城市改變的主力",1,0
53,"智慧乘車：長照交通服務升級方案","長照交通車目前仍以「實體票券」為主要使用方式，長照需求(使用)者需要主動申請每月8張的實體票券，對行動不便或獨居長輩來說，申請、領取與攜帶票券都造成額外負擔，甚至可能因遺失而影響日常就醫與生活需求。","數位化乘車：導入數位化乘車模式，每個月的交通額度由政府自動匯入系統，長照需求(使用)者不需親自申請或領取實體票券，個案搭車時由司機系統直接依里程自動扣款，個案僅需上車即可完成使用。","長照需求(使用)者不再受限於實體票，乘車更即時、使用更簡單；透過數位化交通服務，提升長照資源的可近性，並展現智慧照護城市的未來願景。",13,10
48,"綠地盎然新竹","都市開發過頭,新竹少有美麗的綠意景觀","規劃出綠地位置,供予給市民們種植樹木及認養","讓下一代能多加認識大地與植物",1,1
46,"新增上下班共乘當作其中一個交通方式","交通太擁擠了，尖峰時段很常塞車，導致有些員工會因此遲到，希望可以導入共乘來緩解!","想開發一個屬於新竹的共乘APP 1.導入科學園區，讓園區內員工進行共乘媒合 2.導入企業，可以減少碳排","利用一個節能減碳的方式來減緩交通堵塞",0,0
59,"無障礙通道健全方案","新竹交通量大，行人步道、騎樓常被佔用外，騎樓無障礙斜坡很不完全，輪椅、嬰兒推車常常被迫走在馬路上，行走安全堪憂。","加強路邊及騎樓違規停車取締、騎樓確實設立無障礙斜坡。","強化行人、輪椅、嬰兒車的用路安全",1,1
50,"增加風雨球場","**政策提案：增設風雨球場，打造學童友善城市** 新竹市為全台最年輕城市，擁有全國比例最高的學齡兒童人口。為因應孩子們旺盛的活動需求，本市急需更多全天候的運動空間。受氣候變遷影響，近年夏季高溫頻創新高，炎熱與突發性降雨使戶外活動大受限制，影響學童健康發展及體能訓練。 為此，建議市府優先於學校、公園及社區設立多功能風雨球場，作為兼具體育教學、社區運動及緊急避難用途的多元空間。此舉不僅改善運動環境，更體現新竹對兒童友善城市的承諾。透過公私協力與永續設計，我們能打造更健康、安全、具韌性的生活環境，為下一代創造更多可能。","盤點全市國中小、公園與市有土地空間，評估可興建風雨球場之位置。優先規劃學童人數高、運動場地不足的校區或人口密集社區。 增加綠能：引進太陽能板屋頂、綠建材與自然通風設計，降低碳足跡與建設成本。 經費部份：爭取中央教育部、體育署補助。也可引入企業CSR（企業社會責任）參與，共同認養設施。","打造「兒童友善、氣候韌性、全民共享」的運動環境。 藉由增設風雨球場，提供新竹市學童一個安全、全天候的運動與活動空間，促進健康發展；同時提升市民在極端氣候下的生活品質，強化社區凝聚力與城市永續性。",1,0
63,"希望多一點公車","公車不夠 .不夠方便","增加公車班次","大家都更為方便",1,0
73,"公車班次增加","希望公車的班次增加,才不用等那麼久的公車","增加公車班次","交通便利",2,1
76,"老人透過經驗教授年輕人職場缺口","年輕人的職場經驗不足 老年人退休沒事情做而迷失自我價值","新增一個平台使老年人和年輕人可以跨代交流","跨代交流",1,1
67,"「看病不用等：社區快診服務站」","新竹市人口密度高，醫療資源集中在大型醫院。 -許多民眾為了輕症（如感冒、皮膚炎、慢性病開藥）仍需前往醫院排隊。 -尖峰時段醫院人潮擁擠，候診時間動輒超過一小時。 -上班族、長者與行動不便者常因時間或交通不便延誤就醫。 -雖然新竹醫療水準高，但「可近性」不足，導致市民健康照護斷層。","設立「社區快診服務站」，整合醫療、科技與社區力量，讓看病變得即時又方便。 具體作法： 1.社區據點設置：與診所、藥局或里辦公室合作，設立小型快診站。 2.線上問診系統：導入視訊診療平台，醫師可遠端問診、開立慢性病處方。 3.整合健保功能：民眾只需插入健保卡即可掛號、領藥、付費。 4.智慧預約平台：提供APP與Line介面預約，減少等待時間。 5.志工協助機制：招募社區青年志工協助長者操作。","這項計畫希望打造「五分鐘就醫圈」，讓看病像買咖啡一樣方便。 -對市民：省時、省力、省錢，獲得即時照護與安心感。 -對醫療體系：分流輕症病患，提升醫療資源使用效率。 -對社區：促進世代共融，青年參與公共服務，形成健康共照文化。 -對城市：新竹成為全台智慧醫療與永續照護的示範城市。",40,39
71,"建立地下道污水處理，改善空氣","新竹市區經常聞到糞便的臭味，是不是要建立好地下污水處理管線","整體規劃，分段施工","改善新竹環境及空氣",1,1
77,"增設公託課後安親班 配合常日班上班族接送","國小國中放學時間與常日班下班時間搭不上 公托課後安親班少 只能花更多錢找私立安親班或請人接送放學","增設公託課後安親班","國中小下課時間跟常日班下班時間完全搭不上 雙薪只能送校外課後安親班或請人接送 或自假接送 增設公設課後安親班 對雙薪無後援比較友善",0,0
61,"夜間場所","新竹年輕人為全臺數一數二人數多的城市，需要更多安全夜間遊玩場所。","由政府與民眾請願，開放各式投資案、活動合作等等機會讓廠商進駐/年輕人創業","提供城市活力",2,1
79,"新竹市觀光巴士","週末例假日提供的免費觀光巴士提供遊客認識新竹，但路線範圍較小，且下午六點就結束，較不方便","路線若可以擴大範圍且巴士行使時間延長可吸引更多遊客","更多遊客到新竹觀光",2,2
62,"持續新增YouBike站點 但騎車的道路或動線卻相對不足","缺乏連續的自行車專用道 因自行車專用道多設於觀光或休閒路段，而新竹市中心像東門圓環、民生路、林森路一帶， 汽機車密集，缺乏連續的自行車專用道，騎Ubike常會覺得壓力很大，","除了觀光區外多增設自行車專用道用於日常通勤","Ubike 成為城市的一部分，除了交通方便，也是對環保及市民健康有好處的",4,4
75,"把人才留在新竹","新竹有很多年輕工程師與學生，我認為生活文化資源尚未跟上青年學子的步伐。","新竹市府可以設立 「青年創新基地＋藝文展演空間」，讓青年們可以方便接觸文化資源，也扣合新竹市政府的青年教育政策；同時補強租屋、交通與休閒設施，讓青年能在實現新竹「安居＋樂業」。","這樣不只留住人才，也能帶動城市多元發展，不會只是「工作城市」。像是暑假的營隊跟黑客松的活動都是一個促進人才聚集的活動，彼此切磋進步，互相激發出更完美的點子。",2,0
74,"二手市集推廣","1減少資源消耗與碳排放 2降低垃圾量 3促進永續發展","由政府新建網站或是經由社交版頁讓民眾上網報名來設攤","愛護地球減少資源消耗和環境污染，透過延長物品生命週期，減少對新產品的需求，進而降低碳排放、能源使用和垃圾量。 這種循環經濟模式有助於減緩快時尚產業造成的浪費，並鼓勵消費者實踐永續消費，為地球環境做出積極貢獻。",0,0
65,"希望多增加綠線和23公車班數","綠線和23公車 有學生上下學需要 30分鐘一班太久了 不方便","希望班次能增加 15分鐘一班","讓有需要的學生能多搭大眾運輸工具",2,0
68,"街道植栽多樣化","街道的草木及路樹過於單調。","日常養護街道花草，定期澆水施肥。","駕駛及行人在道路上就能欣賞美麗的風景。",0,0
64,"公車班次","竹東公車班次和站點太少了","增加公車站排或新增公車站","促進交通便利",0,0
72,"新竹火車站綠廊串聯計畫","新竹市的經濟產業發展，除科學園區從業人員外，當地居民並沒有真正受益其中","提高新竹科學園區經濟發展的外溢效應，一方面讓當地民眾可以有更多的休閒體驗及公園綠地，也促進除園區外的經濟發展","以新竹火車站為中心設置綠廊，串聯周邊現有的旅遊景點、百貨商城、公共設施、公園綠地等，讓休閒體驗活動有更多的可能及更加的豐富完整",1,0
80,"誰跟你美食沙漠！","2025新竹市必比登推介有8間入選，同時在網路上打著「新竹是美食沙漠」的標題，再找到在地美食作為推薦已經成為網路上的流量保證。 所以我們需要的是一個美食地圖app，將這些資訊整合起來給群眾，這次的整合可以發現我們不是只有麥當勞，而是有著許多令人垂涎三尺的美食。","開發一個在地美食地圖App讓大眾上去找到好吃的美食。","以新竹作為發起點，作為全台灣的示範縣市，逐步推展至全台灣的美食地圖App",4,1
70,"增加類似藍1區的公車","依現行情況新竹難以改輕軌或捷運，因此希望能以密集的公車班次取代","增加類似藍1區這種班次密集的公車線路","讓新竹人出行更加方便，減少私家汽機車使用量而減少塞車",1,0
66,"騎樓停車","常常走騎樓都是被停放摩托車，甚至無法通過必須走到馬路，家人坐輪椅行走馬路邊有時候真的很危險。","希望能夠勸導…","讓行走不便的能夠不用再走馬路邊…",1,1
69,"租屋補助多種選擇","希望能讓在外租屋的青年壓力減少一點","多種選擇和意見","大家一起努力",1,1
78,"人文藝術歷史旅遊助手","新竹最知名的就是科學園區。但其實仍然有許多人文、歷史、藝術、自然景觀等的景點與活動。但卻鮮少被發掘與推廣，希望可以更多人看到。","透過網頁或APP客製的規劃行程。","可以協助根據旅客興趣、新竹特點人潮、近期活動，規劃一日或數日的適合的新竹旅遊行程。更了解新竹，更能體驗新竹在地文化與歷史。",1,0
100,"住宅與租屋問題","新竹市因竹科需求，租金長期高漲，年輕人與外地來工作的人難以負擔；部分老舊社區缺乏安全與公共設施改善。","推動「青年住宅」或「安心租屋計畫」，由市府與民間合作釋出更多可負擔的租屋空間。 補助老舊公寓加裝電梯或改善公共設施，提高居住安全與品質。 建立官方租屋平台，提升租賃市場透明度","改善住宅問題",5,4
87,"進駐outlet 或者 增加親子友善環境","新竹生育率高，但親子可以去的地方很少。 朋友來新竹也不知道要去哪裡玩","進駐大型購物中心（強打親子友善）。或者有名的店家","增進新竹觀光朝",0,0
96,"綠化美化","全球暖化，氣溫越來越高","多一些小公園、圖書館之類的地方","可以乘涼避暑，放假有地方能去，又不用購物",0,0
83,"觀光連結＋區域通票制度","近年新竹觀光景點人數日漸減少","新竹有漁港、文化古蹟等觀光資源（例如新竹漁港） 。可以推出「新竹－桃竹苗地區旅遊通票」，結合交通、景點與在地商家折扣，吸引台灣本地與國際旅客。比如跟桃園機場、大眾運輸做銜接，從機場／車站直達新竹，旅客進來後透過通票搭車與入場優惠。","大幅增加其他縣市來新竹的意願，創造觀光人潮",2,1
90,"水溝疏通","經過水溝蓋就會有一陣異味 感覺新竹是什麼鄉下地方一樣","希望市政府侷促能督促鄰里鄰里長定期清與潔地下道水溝 可以提供一些補助或獎勵，類似學校的清潔比賽","讓我們有個乾淨又芬芳的城市 而且平常清理水溝，現在這個氣象變異的地球，常常都會有暴雨，也可以避免淹水",2,0
91,"希望可以增設電動車充電樁","為推廣減少廢氣往電動車邁進，希望可以多多增設電動車充電樁","建議與加油站以及一些閒置停車場合作，增設電動車充電樁","對環境友善也讓等紅燈的上班族身體更健康",0,0
97,"新竹車站","新竹車站的改建已經停擺多年，別說台中車站，就連苗栗車站都已經改建完成好久了...","經費允許的話，能地下化或高架化當然很好，但若不行，跨佔式月台串連週邊商場也是一個很好的想法，在日本也有非常多類似的例子 ... 重點是不要再朝令夕改了 ...","重構車站商圈，讓二十年後的新竹人能像台中對自己的火車站感到驕傲",0,0
82,"綠能晶片園區補貼 + 排放優惠","新竹市周邊有很多高科技／半導體產業，這些廠商用電、用水、排放都比較密集。","可以設置「綠能園區補貼條款」：對於使用再生能源（如屋頂太陽能、地熱、風能）的廠商給予稅收減免或補助；同時對超過標準污染排放的企業罰款或促其改善設備。","促進產業轉型、降低城市碳足跡。",1,0
86,"增設親子友善廁所","新竹市號稱兒童友善城市，但多數景點的親子友善廁所數量不僅稀少，且大部分廁所內環境都非常髒亂，對於親子出遊尤其是學齡前兒童的父母，非常不便。","希望能多設置親子友善廁所，且應能符合一般親子共同使用時之需求，故對於廁所內部的動線、空間及清潔應確實做好相關規劃及管理。","增設親子友善廁所不僅實際解決親子的民生需求，且相信也能落實提升本市兒童友善城市之稱號",1,1
95,"公共運輸","新竹公共交通不便利，出門規劃不方便","多增設公車站點、或者建立捷運等","希望能讓在這裡的無論是遊客或者是居民的生活能更方便",2,2
84,"車站地下道很臭","我搭火車來新竹玩，一出站看到地下道簡直嚇壞了，有尿燒味又臭地上還很髒亂，讓人待不下去，沒有想到一個科技大城的門面，怎麼會是這種第一印象？上次搭高鐵都還好好的","請清潔工加強巡邏清掃","希望那些遊民可以經過政府的輔導 回歸正軌",6,4
94,"GymWhere — 智慧觀光健身平台","解決健身房資訊不透明、短期使用不便的問題。","用我們平台","量化效益: o 健身房營收提升:預估 3,000+ 使用者參與,且與 5 間以上場館合 作。合作場館日票收入平均成長 20%+(填補非尖峰時段閒置資 源),高峰時段人潮分流率降低 15%。可累積 10 萬筆以上人潮與 使用數據。 o 觀光經濟帶動:帶動週邊餐飲/健康餐盒/交通消費,每年額外創造 百萬級消費額。 o 數據資產累積:一年內可收集 >10 萬筆健身人潮/使用數據,成為 新竹市智慧城市數據資源之一。 • 非量化效益: o ESG / 健康永續:推廣「低碳健康旅遊」,將新竹打造成結合運動、 觀光、永續的示範城市。也讓旅遊便利性與健康體驗增強。 o 在地產業連結:不只健身房,還能串聯健康餐飲、運動用品、旅 館業,形成智慧健康產業鏈。 o 數位轉型推動:幫助傳統健身房導入數據化管理,符合「智慧城 市」推動重點。 o 健康社群凝聚:透過交友與健身夥伴配對功能,建立在地與旅客 共同參與的智慧健康社群,增加使用黏著度與口碑擴散。 o 國際能見度:吸引數位遊牧族、跨國出差人士,讓新竹在國際旅 遊市場上展現 「Smart & Healthy City」 形象。更提升新竹市作為 「智慧健康城市」的品牌形象。",1,0
98,"交通方式增加","每次去新竹都開車，不知道有什麼其他方式，路上好像滿滿都汽車","大眾運輸要更普及","讓不會開車騎車的人也能安心出門，平安回家",0,0
93,"希望能有租屋補貼","租金真的很貴","希望能補貼一點，不然壓力很大","建造更宜居的環境",0,0
85,"AII(Agriculture Income Intelligence) 建造農業專家智慧平台,達成本縣農產自給率提升","數據顯示,本縣的高端作物有雖有小幅上升,但其餘的農產大部分都仰賴其他縣市,希望藉由新技術來達成農業與科技的平衡","1.AI 驅動的精準農業 (AI-Powered Precision Agriculture) 2.機器人與自動化 3.區塊鏈供應鏈追蹤 4.再生農業與微生物解決方案","1.自給率的提升 2.農業與科技能漸趨平衡 3.創造下個特色農產業",2,0
89,"增加公車班次","高鐵到火車站的班次太少","希望可以多增加這條路線的班次，尤其連假","讓學生都能順利到火車站＆高鐵站",1,0
99,"尖峰時段大塞車！跟進日本成為公共交通運輸大師","作為在新竹學習與工作的一份子，日復一日的通勤塞車讓人苦不堪言。特別是尖峰時段，人流皆往同一區擠（新竹科學園區、清交校區等），下班時段，往竹北、竹東的交通也卡到爆炸。對於疲於工作學習的上班族與學生來說，能順利迅速的回家，是年年的一大奢求。","如台北、東京等都市，為紓解人流與提倡環保，皆倡導多使用大眾運輸，然而新竹僅有公車進駐，對於馬路塞車來說，無法有效緩解問題，反而常因公車體積大，而造成塞車情形加劇。建議市府推動建設新竹捷運，增設科學園區、台元生技園區、清交校區等通勤地點；以及六家、竹北、關新等住戶較多的地點。","緩解交通大塞車，並且新竹捷運的吉祥物可以是竹節蟲，因為竹捷。",1,0
